fid,LH,fid_2,id,left,top,right,bottom,geom_wkt
"1",1,1067,1067,515114.371379488089588,1431291.728244151687250,517019.627267813892104,1429641.728244151687250,"MultiPolygon (((121.14069086 12.93453907, 121.14508458 12.94199437, 121.15386409 12.94198959, 121.15824936 12.93452951, 121.15385539 12.92707444, 121.1450764 12.92707921, 121.14069086 12.93453907)))"
"1",1,1068,1068,515114.371379488089588,1429641.728244151687250,517019.627267813892104,1427991.728244151920080,"MultiPolygon (((121.14068294 12.9196239, 121.1450764 12.92707921, 121.15385539 12.92707444, 121.15824041 12.91961436, 121.1538467 12.91215927, 121.14506823 12.91216404, 121.14068294 12.9196239)))"
"1",1,1069,1069,515114.371379488089588,1427991.728244151920080,517019.627267813892104,1426341.728244151687250,"MultiPolygon (((121.14067504 12.90470871, 121.14506823 12.91216404, 121.1538467 12.91215927, 121.15823147 12.90469918, 121.15383802 12.89724408, 121.14506007 12.89724884, 121.14067504 12.90470871)))"
"1",1,1070,1070,515114.371379488089588,1426341.728244151687250,517019.627267813892104,1424691.728244151687250,"MultiPolygon (((121.14066715 12.88979351, 121.14506007 12.89724884, 121.15383802 12.89724408, 121.15822253 12.88978399, 121.15382936 12.88232888, 121.14505193 12.88233363, 121.14066715 12.88979351)))"
"1",1,1071,1071,515114.371379488089588,1424691.728244151687250,517019.627267813892104,1423041.728244151687250,"MultiPolygon (((121.14065927 12.87487829, 121.14505193 12.88233363, 121.15382936 12.88232888, 121.15821362 12.87486878, 121.1538207 12.86741366, 121.14504379 12.86741841, 121.14065927 12.87487829)))"
"1",1,1072,1072,515114.371379488089588,1423041.728244151687250,517019.627267813892104,1421391.728244151920080,"MultiPolygon (((121.1406514 12.85996305, 121.14504379 12.86741841, 121.1538207 12.86741366, 121.15820471 12.85995356, 121.15381206 12.85249842, 121.14503567 12.85250317, 121.1406514 12.85996305)))"
"1",1,1073,1073,515114.371379488089588,1421391.728244151920080,517019.627267813892104,1419741.728244151687250,"MultiPolygon (((121.14064354 12.8450478, 121.14503567 12.85250317, 121.15381206 12.85249842, 121.15819581 12.84503831, 121.15380343 12.83758317, 121.14502755 12.83758791, 121.14064354 12.8450478)))"
"1",1,1074,1074,515114.371379488089588,1419741.728244151687250,517019.627267813892104,1418091.728244151687250,"MultiPolygon (((121.14063569 12.83013253, 121.14502755 12.83758791, 121.15380343 12.83758317, 121.15818693 12.83012305, 121.15379481 12.8226679, 121.14501945 12.82267263, 121.14063569 12.83013253)))"
"1",1,1075,1075,515114.371379488089588,1418091.728244151687250,517019.627267813892104,1416441.728244151687250,"MultiPolygon (((121.14062785 12.81521724, 121.14501945 12.82267263, 121.15379481 12.8226679, 121.15817805 12.81520778, 121.1537862 12.80775261, 121.14501136 12.80775734, 121.14062785 12.81521724)))"
"1",1,1076,1076,515114.371379488089588,1416441.728244151687250,517019.627267813892104,1414791.728244151920080,"MultiPolygon (((121.14062002 12.80030194, 121.14501136 12.80775734, 121.1537862 12.80775261, 121.15816919 12.80029249, 121.15377761 12.7928373, 121.14500328 12.79284203, 121.14062002 12.80030194)))"
"1",1,1077,1077,515114.371379488089588,1414791.728244151920080,517019.627267813892104,1413141.728244151687250,"MultiPolygon (((121.1406122 12.78538662, 121.14500328 12.79284203, 121.15377761 12.7928373, 121.15816034 12.78537718, 121.15376902 12.77792198, 121.14499521 12.7779267, 121.1406122 12.78538662)))"
"1",1,1078,1078,515114.371379488089588,1413141.728244151687250,517019.627267813892104,1411491.728244151687250,"MultiPolygon (((121.1406044 12.77047128, 121.14499521 12.7779267, 121.15376902 12.77792198, 121.15815151 12.77046185, 121.15376044 12.76300665, 121.14498715 12.76301136, 121.1406044 12.77047128)))"
"1",1,1079,1079,515114.371379488089588,1411491.728244151687250,517019.627267813892104,1409841.728244151687250,"MultiPolygon (((121.1405966 12.75555592, 121.14498715 12.76301136, 121.15376044 12.76300665, 121.15814268 12.75554651, 121.15375188 12.74809129, 121.1449791 12.748096, 121.1405966 12.75555592)))"
"1",1,1081,1081,515114.371379488089588,1408191.728244151920080,517019.627267813892104,1406541.728244151687250,"MultiPolygon (((121.14058103 12.72572516, 121.14497106 12.73318062, 121.15374333 12.73317592, 121.15812506 12.72571577, 121.15373479 12.71826053, 121.14496303 12.71826523, 121.14058103 12.72572516)))"
"1",1,1082,1082,515114.371379488089588,1406541.728244151687250,517019.627267813892104,1404891.728244151687250,"MultiPolygon (((121.14057327 12.71080976, 121.14496303 12.71826523, 121.15373479 12.71826053, 121.15811627 12.71080038, 121.15372626 12.70334513, 121.14495501 12.70334982, 121.14057327 12.71080976)))"
"1",1,1083,1083,515114.371379488089588,1404891.728244151687250,517019.627267813892104,1403241.728244151687250,"MultiPolygon (((121.14056551 12.69589434, 121.14495501 12.70334982, 121.15372626 12.70334513, 121.15810749 12.69588497, 121.15371774 12.68842971, 121.14494701 12.68843439, 121.14056551 12.69589434)))"
"1",1,1093,1093,516543.313295732426923,1445316.728244151687250,518448.569184058229439,1443666.728244151687250,"MultiPolygon (((121.1539341 13.0613102, 121.15833048 13.06876517, 121.16711445 13.06875989, 121.1715015 13.06129964, 121.16710486 13.05384489, 121.15832142 13.05385016, 121.1539341 13.0613102)))"
"1",1,1094,1094,516543.313295732426923,1443666.728244151687250,518448.569184058229439,1442016.728244151687250,"MultiPolygon (((121.15392531 13.04639518, 121.15832142 13.05385016, 121.16710486 13.05384489, 121.17149166 13.04638464, 121.16709529 13.03892987, 121.15831237 13.03893514, 121.15392531 13.04639518)))"
"1",1,1095,1095,516543.313295732426923,1442016.728244151687250,518448.569184058229439,1440366.728244151687250,"MultiPolygon (((121.15391653 13.03148015, 121.15831237 13.03893514, 121.16709529 13.03892987, 121.17148183 13.03146962, 121.16708572 13.02401484, 121.15830334 13.0240201, 121.15391653 13.03148015)))"
"1",1,1096,1096,516543.313295732426923,1440366.728244151687250,518448.569184058229439,1438716.728244151687250,"MultiPolygon (((121.15390776 13.0165651, 121.15830334 13.0240201, 121.16708572 13.02401484, 121.17147201 13.01655458, 121.16707617 13.00909979, 121.15829431 13.00910505, 121.15390776 13.0165651)))"
"1",1,1097,1097,516543.313295732426923,1438716.728244151687250,518448.569184058229439,1437066.728244151687250,"MultiPolygon (((121.153899 13.00165003, 121.15829431 13.00910505, 121.16707617 13.00909979, 121.1714622 13.00163953, 121.16706664 12.99418473, 121.1582853 12.99418997, 121.153899 13.00165003)))"
"1",1,1098,1098,516543.313295732426923,1437066.728244151687250,518448.569184058229439,1435416.728244151687250,"MultiPolygon (((121.15389026 12.98673494, 121.1582853 12.99418997, 121.16706664 12.99418473, 121.17145241 12.98672445, 121.16705711 12.97926964, 121.1582763 12.97927488, 121.15389026 12.98673494)))"
"1",1,1101,1101,516543.313295732426923,1432116.728244151687250,518448.569184058229439,1430466.728244151687250,"MultiPolygon (((121.15386409 12.94198959, 121.15825833 12.94944465, 121.1670381 12.94943943, 121.17142311 12.94197914, 121.16702861 12.93452429, 121.15824936 12.93452951, 121.15386409 12.94198959)))"
"1",1,1102,1102,516543.313295732426923,1430466.728244151687250,518448.569184058229439,1428816.728244151687250,"MultiPolygon (((121.15385539 12.92707444, 121.15824936 12.93452951, 121.16702861 12.93452429, 121.17141336 12.927064, 121.16701913 12.91960914, 121.15824041 12.91961436, 121.15385539 12.92707444)))"
"1",1,1103,1103,516543.313295732426923,1428816.728244151687250,518448.569184058229439,1427166.728244151687250,"MultiPolygon (((121.1538467 12.91215927, 121.15824041 12.91961436, 121.16701913 12.91960914, 121.17140363 12.91214884, 121.16700967 12.90469397, 121.15823147 12.90469918, 121.1538467 12.91215927)))"
"1",1,1104,1104,516543.313295732426923,1427166.728244151687250,518448.569184058229439,1425516.728244151687250,"MultiPolygon (((121.15383802 12.89724408, 121.15823147 12.90469918, 121.16700967 12.90469397, 121.17139391 12.89723367, 121.16700022 12.88977879, 121.15822253 12.88978399, 121.15383802 12.89724408)))"
"1",1,1105,1105,516543.313295732426923,1425516.728244151687250,518448.569184058229439,1423866.728244151687250,"MultiPolygon (((121.15382936 12.88232888, 121.15822253 12.88978399, 121.16700022 12.88977879, 121.17138421 12.88231848, 121.16699078 12.87486358, 121.15821362 12.87486878, 121.15382936 12.88232888)))"
"1",1,1106,1106,516543.313295732426923,1423866.728244151687250,518448.569184058229439,1422216.728244151687250,"MultiPolygon (((121.1538207 12.86741366, 121.15821362 12.87486878, 121.16699078 12.87486358, 121.17137452 12.86740327, 121.16698135 12.85994837, 121.15820471 12.85995356, 121.1538207 12.86741366)))"
"1",1,1107,1107,516543.313295732426923,1422216.728244151687250,518448.569184058229439,1420566.728244151687250,"MultiPolygon (((121.15381206 12.85249842, 121.15820471 12.85995356, 121.16698135 12.85994837, 121.17136484 12.85248805, 121.16697194 12.84503313, 121.15819581 12.84503831, 121.15381206 12.85249842)))"
"1",1,1108,1108,516543.313295732426923,1420566.728244151687250,518448.569184058229439,1418916.728244151687250,"MultiPolygon (((121.15380343 12.83758317, 121.15819581 12.84503831, 121.16697194 12.84503313, 121.17135517 12.83757281, 121.16696254 12.83011788, 121.15818693 12.83012305, 121.15380343 12.83758317)))"
"1",1,1109,1109,516543.313295732426923,1418916.728244151687250,518448.569184058229439,1417266.728244151687250,"MultiPolygon (((121.15379481 12.8226679, 121.15818693 12.83012305, 121.16696254 12.83011788, 121.17134552 12.82265755, 121.16695315 12.81520261, 121.15817805 12.81520778, 121.15379481 12.8226679)))"
"1",1,1110,1110,516543.313295732426923,1417266.728244151687250,518448.569184058229439,1415616.728244151687250,"MultiPolygon (((121.1537862 12.80775261, 121.15817805 12.81520778, 121.16695315 12.81520261, 121.17133588 12.80774227, 121.16694377 12.80028732, 121.15816919 12.80029249, 121.1537862 12.80775261)))"
"1",1,1113,1113,516543.313295732426923,1412316.728244151687250,518448.569184058229439,1410666.728244151687250,"MultiPolygon (((121.15376044 12.76300665, 121.15815151 12.77046185, 121.16692506 12.7704567, 121.17130703 12.76299635, 121.16691572 12.75554136, 121.15814268 12.75554651, 121.15376044 12.76300665)))"
"1",1,1114,1114,516543.313295732426923,1410666.728244151687250,518448.569184058229439,1409016.728244151687250,"MultiPolygon (((121.15375188 12.74809129, 121.15814268 12.75554651, 121.16691572 12.75554136, 121.17129744 12.74808101, 121.16690639 12.74062601, 121.15813387 12.74063115, 121.15375188 12.74809129)))"
"1",1,1115,1115,516543.313295732426923,1409016.728244151687250,518448.569184058229439,1407366.728244151687250,"MultiPolygon (((121.15374333 12.73317592, 121.15813387 12.74063115, 121.16690639 12.74062601, 121.17128786 12.73316565, 121.16689707 12.72571064, 121.15812506 12.72571577, 121.15374333 12.73317592)))"
"1",1,1116,1116,516543.313295732426923,1407366.728244151687250,518448.569184058229439,1405716.728244151687250,"MultiPolygon (((121.15373479 12.71826053, 121.15812506 12.72571577, 121.16689707 12.72571064, 121.1712783 12.71825028, 121.16688777 12.71079526, 121.15811627 12.71080038, 121.15373479 12.71826053)))"
"1",1,1117,1117,516543.313295732426923,1405716.728244151687250,518448.569184058229439,1404066.728244151687250,"MultiPolygon (((121.15372626 12.70334513, 121.15811627 12.71080038, 121.16688777 12.71079526, 121.17126874 12.70333489, 121.16687848 12.69587985, 121.15810749 12.69588497, 121.15372626 12.70334513)))"
"1",1,1118,1118,516543.313295732426923,1404066.728244151687250,518448.569184058229439,1402416.728244151687250,"MultiPolygon (((121.15371774 12.68842971, 121.15810749 12.69588497, 121.16687848 12.69587985, 121.1712592 12.68841948, 121.1668692 12.68096443, 121.15809873 12.68096954, 121.15371774 12.68842971)))"
"1",1,1129,1129,517972.255211976764258,1444491.728244151687250,519877.511100302566774,1442841.728244151687250,"MultiPolygon (((121.16710486 13.05384489, 121.1715015 13.06129964, 121.1802852 13.06129392, 121.18467173 13.05383345, 121.18027483 13.04637892, 121.17149166 13.04638464, 121.16710486 13.05384489)))"
"1",1,1130,1130,517972.255211976764258,1442841.728244151687250,519877.511100302566774,1441191.728244151920080,"MultiPolygon (((121.16709529 13.03892987, 121.17149166 13.04638464, 121.18027483 13.04637892, 121.1846611 13.03891845, 121.18026447 13.03146391, 121.17148183 13.03146962, 121.16709529 13.03892987)))"
"1",1,1131,1131,517972.255211976764258,1441191.728244151920080,519877.511100302566774,1439541.728244151687250,"MultiPolygon (((121.16708572 13.02401484, 121.17148183 13.03146962, 121.18026447 13.03146391, 121.18465049 13.02400343, 121.18025413 13.01654888, 121.17147201 13.01655458, 121.16708572 13.02401484)))"
"1",1,1132,1132,517972.255211976764258,1439541.728244151687250,519877.511100302566774,1437891.728244151687250,"MultiPolygon (((121.16707617 13.00909979, 121.17147201 13.01655458, 121.18025413 13.01654888, 121.18463989 13.00908839, 121.1802438 13.00163383, 121.1714622 13.00163953, 121.16707617 13.00909979)))"
"1",1,1133,1133,517972.255211976764258,1437891.728244151687250,519877.511100302566774,1436241.728244151687250,"MultiPolygon (((121.16706664 12.99418473, 121.1714622 13.00163953, 121.1802438 13.00163383, 121.1846293 12.99417334, 121.18023348 12.98671876, 121.17145241 12.98672445, 121.16706664 12.99418473)))"
"1",1,1136,1136,517972.255211976764258,1432941.728244151687250,519877.511100302566774,1431291.728244151687250,"MultiPolygon (((121.1670381 12.94943943, 121.17143286 12.95689426, 121.18021288 12.95688858, 121.18459762 12.94942808, 121.18020261 12.94197347, 121.17142311 12.94197914, 121.1670381 12.94943943)))"
"1",1,1137,1137,517972.255211976764258,1431291.728244151687250,519877.511100302566774,1429641.728244151687250,"MultiPolygon (((121.16702861 12.93452429, 121.17142311 12.94197914, 121.18020261 12.94197347, 121.18458709 12.93451296, 121.18019234 12.92705834, 121.17141336 12.927064, 121.16702861 12.93452429)))"
"1",1,1138,1138,517972.255211976764258,1429641.728244151687250,519877.511100302566774,1427991.728244151920080,"MultiPolygon (((121.16701913 12.91960914, 121.17141336 12.927064, 121.18019234 12.92705834, 121.18457657 12.91959782, 121.18018209 12.91214319, 121.17140363 12.91214884, 121.16701913 12.91960914)))"
"1",1,1139,1139,517972.255211976764258,1427991.728244151920080,519877.511100302566774,1426341.728244151687250,"MultiPolygon (((121.16700967 12.90469397, 121.17140363 12.91214884, 121.18018209 12.91214319, 121.18456607 12.90468267, 121.18017185 12.89722802, 121.17139391 12.89723367, 121.16700967 12.90469397)))"
"1",1,1140,1140,517972.255211976764258,1426341.728244151687250,519877.511100302566774,1424691.728244151687250,"MultiPolygon (((121.16700022 12.88977879, 121.17139391 12.89723367, 121.18017185 12.89722802, 121.18455558 12.8897675, 121.18016163 12.88231284, 121.17138421 12.88231848, 121.16700022 12.88977879)))"
"1",1,1141,1141,517972.255211976764258,1424691.728244151687250,519877.511100302566774,1423041.728244151687250,"MultiPolygon (((121.16699078 12.87486358, 121.17138421 12.88231848, 121.18016163 12.88231284, 121.1845451 12.87485231, 121.18015142 12.86739764, 121.17137452 12.86740327, 121.16699078 12.87486358)))"
"1",1,1142,1142,517972.255211976764258,1423041.728244151687250,519877.511100302566774,1421391.728244151920080,"MultiPolygon (((121.16698135 12.85994837, 121.17137452 12.86740327, 121.18015142 12.86739764, 121.18453464 12.85993711, 121.18014122 12.85248242, 121.17136484 12.85248805, 121.16698135 12.85994837)))"
"1",1,1143,1143,517972.255211976764258,1421391.728244151920080,519877.511100302566774,1419741.728244151687250,"MultiPolygon (((121.16697194 12.84503313, 121.17136484 12.85248805, 121.18014122 12.85248242, 121.18452419 12.84502188, 121.18013104 12.83756719, 121.17135517 12.83757281, 121.16697194 12.84503313)))"
"1",1,1144,1144,517972.255211976764258,1419741.728244151687250,519877.511100302566774,1418091.728244151687250,"MultiPolygon (((121.16696254 12.83011788, 121.17135517 12.83757281, 121.18013104 12.83756719, 121.18451375 12.83010665, 121.18012087 12.82265194, 121.17134552 12.82265755, 121.16696254 12.83011788)))"
"1",1,1145,1145,517972.255211976764258,1418091.728244151687250,519877.511100302566774,1416441.728244151687250,"MultiPolygon (((121.16695315 12.81520261, 121.17134552 12.82265755, 121.18012087 12.82265194, 121.18450333 12.81519139, 121.18011071 12.80773667, 121.17133588 12.80774227, 121.16695315 12.81520261)))"
"1",1,1146,1146,517972.255211976764258,1416441.728244151687250,519877.511100302566774,1414791.728244151920080,"MultiPolygon (((121.16694377 12.80028732, 121.17133588 12.80774227, 121.18011071 12.80773667, 121.18449292 12.80027612, 121.18010056 12.79282139, 121.17132625 12.79282698, 121.16694377 12.80028732)))"
"1",1,1147,1147,517972.255211976764258,1414791.728244151920080,519877.511100302566774,1413141.728244151687250,"MultiPolygon (((121.16693441 12.78537202, 121.17132625 12.79282698, 121.18010056 12.79282139, 121.18448252 12.78536083, 121.18009043 12.77790608, 121.17131663 12.77791168, 121.16693441 12.78537202)))"
"1",1,1148,1148,517972.255211976764258,1413141.728244151687250,519877.511100302566774,1411491.728244151687250,"MultiPolygon (((121.16692506 12.7704567, 121.17131663 12.77791168, 121.18009043 12.77790608, 121.18447214 12.77044552, 121.18008031 12.76299077, 121.17130703 12.76299635, 121.16692506 12.7704567)))"
"1",1,1149,1149,517972.255211976764258,1411491.728244151687250,519877.511100302566774,1409841.728244151687250,"MultiPolygon (((121.16691572 12.75554136, 121.17130703 12.76299635, 121.18008031 12.76299077, 121.18446177 12.7555302, 121.18007021 12.74807543, 121.17129744 12.74808101, 121.16691572 12.75554136)))"
"1",1,1150,1150,517972.255211976764258,1409841.728244151687250,519877.511100302566774,1408191.728244151920080,"MultiPolygon (((121.16690639 12.74062601, 121.17129744 12.74808101, 121.18007021 12.74807543, 121.18445142 12.74061486, 121.18006012 12.73316008, 121.17128786 12.73316565, 121.16690639 12.74062601)))"
"1",1,1151,1151,517972.255211976764258,1408191.728244151920080,519877.511100302566774,1406541.728244151687250,"MultiPolygon (((121.16689707 12.72571064, 121.17128786 12.73316565, 121.18006012 12.73316008, 121.18444108 12.72569951, 121.18005004 12.71824471, 121.1712783 12.71825028, 121.16689707 12.72571064)))"
"1",1,1152,1152,517972.255211976764258,1406541.728244151687250,519877.511100302566774,1404891.728244151687250,"MultiPolygon (((121.16688777 12.71079526, 121.1712783 12.71825028, 121.18005004 12.71824471, 121.18443075 12.71078414, 121.18003998 12.70332933, 121.17126874 12.70333489, 121.16688777 12.71079526)))"
"1",1,1153,1153,517972.255211976764258,1404891.728244151687250,519877.511100302566774,1403241.728244151687250,"MultiPolygon (((121.16687848 12.69587985, 121.17126874 12.70333489, 121.18003998 12.70332933, 121.18442044 12.69586875, 121.18002993 12.68841393, 121.1712592 12.68841948, 121.16687848 12.69587985)))"
"1",1,1154,1154,517972.255211976764258,1403241.728244151687250,519877.511100302566774,1401591.728244151920080,"MultiPolygon (((121.1668692 12.68096443, 121.1712592 12.68841948, 121.18002993 12.68841393, 121.18441014 12.68095334, 121.18001989 12.67349851, 121.17124967 12.67350405, 121.1668692 12.68096443)))"
"1",1,1163,1163,519401.197128221043386,1445316.728244151687250,521306.453016546845902,1443666.728244151687250,"MultiPolygon (((121.1802852 13.06129392, 121.18468237 13.06874843, 121.19346633 13.06874226, 121.19785259 13.06128157, 121.19345516 13.05382728, 121.18467173 13.05383345, 121.1802852 13.06129392)))"
"1",1,1164,1164,519401.197128221043386,1443666.728244151687250,521306.453016546845902,1442016.728244151687250,"MultiPolygon (((121.18027483 13.04637892, 121.18467173 13.05383345, 121.19345516 13.05382728, 121.19784116 13.04636659, 121.193444 13.03891229, 121.1846611 13.03891845, 121.18027483 13.04637892)))"
"1",1,1165,1165,519401.197128221043386,1442016.728244151687250,521306.453016546845902,1440366.728244151687250,"MultiPolygon (((121.18026447 13.03146391, 121.1846611 13.03891845, 121.193444 13.03891229, 121.19782975 13.03145159, 121.19343286 13.02399727, 121.18465049 13.02400343, 121.18026447 13.03146391)))"
"1",1,1166,1166,519401.197128221043386,1440366.728244151687250,521306.453016546845902,1438716.728244151687250,"MultiPolygon (((121.18025413 13.01654888, 121.18465049 13.02400343, 121.19343286 13.02399727, 121.19781835 13.01653658, 121.19342174 13.00908225, 121.18463989 13.00908839, 121.18025413 13.01654888)))"
"1",1,1167,1167,519401.197128221043386,1438716.728244151687250,521306.453016546845902,1437066.728244151687250,"MultiPolygon (((121.1802438 13.00163383, 121.18463989 13.00908839, 121.19342174 13.00908225, 121.19780697 13.00162154, 121.19341063 12.9941672, 121.1846293 12.99417334, 121.1802438 13.00163383)))"
"1",1,1168,1168,519401.197128221043386,1437066.728244151687250,521306.453016546845902,1435416.728244151687250,"MultiPolygon (((121.18023348 12.98671876, 121.1846293 12.99417334, 121.19341063 12.9941672, 121.19779561 12.98670649, 121.19339953 12.97925214, 121.18461873 12.97925827, 121.18023348 12.98671876)))"
"1",1,1169,1169,519401.197128221043386,1435416.728244151687250,521306.453016546845902,1433766.728244151687250,"MultiPolygon (((121.18022318 12.97180368, 121.18461873 12.97925827, 121.19339953 12.97925214, 121.19778426 12.97179143, 121.19338845 12.96433706, 121.18460817 12.96434318, 121.18022318 12.97180368)))"
"1",1,1170,1170,519401.197128221043386,1433766.728244151687250,521306.453016546845902,1432116.728244151687250,"MultiPolygon (((121.18021288 12.95688858, 121.18460817 12.96434318, 121.19338845 12.96433706, 121.19777292 12.95687635, 121.19337738 12.94942197, 121.18459762 12.94942808, 121.18021288 12.95688858)))"
"1",1,1171,1171,519401.197128221043386,1432116.728244151687250,521306.453016546845902,1430466.728244151687250,"MultiPolygon (((121.18020261 12.94197347, 121.18459762 12.94942808, 121.19337738 12.94942197, 121.1977616 12.94196124, 121.19336633 12.93450685, 121.18458709 12.93451296, 121.18020261 12.94197347)))"
"1",1,1172,1172,519401.197128221043386,1430466.728244151687250,521306.453016546845902,1428816.728244151687250,"MultiPolygon (((121.18019234 12.92705834, 121.18458709 12.93451296, 121.19336633 12.93450685, 121.19775029 12.92704613, 121.19335529 12.91959172, 121.18457657 12.91959782, 121.18019234 12.92705834)))"
"1",1,1173,1173,519401.197128221043386,1428816.728244151687250,521306.453016546845902,1427166.728244151687250,"MultiPolygon (((121.18018209 12.91214319, 121.18457657 12.91959782, 121.19335529 12.91959172, 121.197739 12.91213099, 121.19334426 12.90467658, 121.18456607 12.90468267, 121.18018209 12.91214319)))"
"1",1,1174,1174,519401.197128221043386,1427166.728244151687250,521306.453016546845902,1425516.728244151687250,"MultiPolygon (((121.18017185 12.89722802, 121.18456607 12.90468267, 121.19334426 12.90467658, 121.19772772 12.89721584, 121.19333325 12.88976141, 121.18455558 12.8897675, 121.18017185 12.89722802)))"
"1",1,1175,1175,519401.197128221043386,1425516.728244151687250,521306.453016546845902,1423866.728244151687250,"MultiPolygon (((121.18016163 12.88231284, 121.18455558 12.8897675, 121.19333325 12.88976141, 121.19771645 12.88230067, 121.19332225 12.87484623, 121.1845451 12.87485231, 121.18016163 12.88231284)))"
"1",1,1176,1176,519401.197128221043386,1423866.728244151687250,521306.453016546845902,1422216.728244151687250,"MultiPolygon (((121.18015142 12.86739764, 121.1845451 12.87485231, 121.19332225 12.87484623, 121.19770521 12.86738549, 121.19331127 12.85993104, 121.18453464 12.85993711, 121.18015142 12.86739764)))"
"1",1,1177,1177,519401.197128221043386,1422216.728244151687250,521306.453016546845902,1420566.728244151687250,"MultiPolygon (((121.18014122 12.85248242, 121.18453464 12.85993711, 121.19331127 12.85993104, 121.19769397 12.85247029, 121.1933003 12.84501582, 121.18452419 12.84502188, 121.18014122 12.85248242)))"
"1",1,1178,1178,519401.197128221043386,1420566.728244151687250,521306.453016546845902,1418916.728244151687250,"MultiPolygon (((121.18013104 12.83756719, 121.18452419 12.84502188, 121.1933003 12.84501582, 121.19768275 12.83755507, 121.19328935 12.83010059, 121.18451375 12.83010665, 121.18013104 12.83756719)))"
"1",1,1179,1179,519401.197128221043386,1418916.728244151687250,521306.453016546845902,1417266.728244151687250,"MultiPolygon (((121.18012087 12.82265194, 121.18451375 12.83010665, 121.19328935 12.83010059, 121.19767155 12.82263983, 121.19327841 12.81518534, 121.18450333 12.81519139, 121.18012087 12.82265194)))"
"1",1,1180,1180,519401.197128221043386,1417266.728244151687250,521306.453016546845902,1415616.728244151687250,"MultiPolygon (((121.18011071 12.80773667, 121.18450333 12.81519139, 121.19327841 12.81518534, 121.19766036 12.80772458, 121.19326749 12.80027008, 121.18449292 12.80027612, 121.18011071 12.80773667)))"
"1",1,1181,1181,519401.197128221043386,1415616.728244151687250,521306.453016546845902,1413966.728244151687250,"MultiPolygon (((121.18010056 12.79282139, 121.18449292 12.80027612, 121.19326749 12.80027008, 121.19764918 12.79280931, 121.19325657 12.7853548, 121.18448252 12.78536083, 121.18010056 12.79282139)))"
"1",1,1182,1182,519401.197128221043386,1413966.728244151687250,521306.453016546845902,1412316.728244151687250,"MultiPolygon (((121.18009043 12.77790608, 121.18448252 12.78536083, 121.19325657 12.7853548, 121.19763802 12.77789403, 121.19324568 12.7704395, 121.18447214 12.77044552, 121.18009043 12.77790608)))"
"1",1,1185,1185,519401.197128221043386,1409016.728244151687250,521306.453016546845902,1407366.728244151687250,"MultiPolygon (((121.18006012 12.73316008, 121.18445142 12.74061486, 121.19322393 12.74060885, 121.19760462 12.73314807, 121.19321307 12.72569351, 121.18444108 12.72569951, 121.18006012 12.73316008)))"
"1",1,1186,1186,519401.197128221043386,1407366.728244151687250,521306.453016546845902,1405716.728244151687250,"MultiPolygon (((121.18005004 12.71824471, 121.18444108 12.72569951, 121.19321307 12.72569351, 121.19759352 12.71823272, 121.19320224 12.71077814, 121.18443075 12.71078414, 121.18005004 12.71824471)))"
"1",1,1187,1187,519401.197128221043386,1405716.728244151687250,521306.453016546845902,1404066.728244151687250,"MultiPolygon (((121.18003998 12.70332933, 121.18443075 12.71078414, 121.19320224 12.71077814, 121.19758243 12.70331735, 121.19319141 12.69586276, 121.18442044 12.69586875, 121.18003998 12.70332933)))"
"1",1,1188,1188,519401.197128221043386,1404066.728244151687250,521306.453016546845902,1402416.728244151687250,"MultiPolygon (((121.18002993 12.68841393, 121.18442044 12.69586875, 121.19319141 12.69586276, 121.19757136 12.68840196, 121.1931806 12.68094736, 121.18441014 12.68095334, 121.18002993 12.68841393)))"
"1",1,1199,1199,520830.139044465438928,1444491.728244151687250,522735.394932791183237,1442841.728244151687250,"MultiPolygon (((121.19345516 13.05382728, 121.19785259 13.06128157, 121.20663627 13.06127495, 121.211022 13.05381405, 121.20662432 13.04635998, 121.19784116 13.04636659, 121.19345516 13.05382728)))"
"1",1,1200,1200,520830.139044465438928,1442841.728244151687250,522735.394932791183237,1441191.728244151920080,"MultiPolygon (((121.193444 13.03891229, 121.19784116 13.04636659, 121.20662432 13.04635998, 121.21100979 13.03889907, 121.20661238 13.03144499, 121.19782975 13.03145159, 121.193444 13.03891229)))"
"1",1,1201,1201,520830.139044465438928,1441191.728244151920080,522735.394932791183237,1439541.728244151687250,"MultiPolygon (((121.19343286 13.02399727, 121.19782975 13.03145159, 121.20661238 13.03144499, 121.2109976 13.02398408, 121.20660046 13.01652998, 121.19781835 13.01653658, 121.19343286 13.02399727)))"
"1",1,1202,1202,520830.139044465438928,1439541.728244151687250,522735.394932791183237,1437891.728244151687250,"MultiPolygon (((121.19342174 13.00908225, 121.19781835 13.01653658, 121.20660046 13.01652998, 121.21098543 13.00906906, 121.20658855 13.00161496, 121.19780697 13.00162154, 121.19342174 13.00908225)))"
"1",1,1203,1203,520830.139044465438928,1437891.728244151687250,522735.394932791183237,1436241.728244151687250,"MultiPolygon (((121.19341063 12.9941672, 121.19780697 13.00162154, 121.20658855 13.00161496, 121.21097326 12.99415404, 121.20657666 12.98669992, 121.19779561 12.98670649, 121.19341063 12.9941672)))"
